"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
"('vallibeatrice', 'marcofantini_mf')",116,"(('valentinaferragni', 'chiaraferragni'), 110)"
